dataset,window_id,seed,policy,loss,rmse,missed_vio,max_age,jain_payload
keti,24,50668,CAW-VoU,0.005361271291998835,0.16043064398719772,0.06276150627615062,36.0,0.9328923730197606
keti,24,50668,MaxWeight-AoI,0.02262352397648271,0.14161881124105452,0.35564853556485354,15.0,0.9941867548516219
keti,24,50668,MaxWeight-VoU,0.027180122786171202,0.36381519272527285,0.2719665271966527,239.0,0.26209507203817556
keti,24,50668,VoI+debt,0.08852415504260738,0.28205537880077103,1.391213389121339,239.0,0.25333067234344503
keti,24,50668,VoI-greedy,0.08913601117035165,0.34383259854963966,1.3493723849372385,239.0,0.23190223900290274
keti,24,50668,Whittle-heuristic,0.1151299146494137,0.31956642066075464,1.788702928870293,239.0,0.2851843530792081
keti,25,50685,AoII+debt,0.014976082499039207,0.13664407666061504,0.23012552301255232,239.0,0.7145931068993552
keti,25,50685,AoII-greedy,0.015031869316183505,0.13910259150506982,0.23012552301255232,239.0,0.7054152516208702
keti,25,50685,CAW-VoU,0.0072387571051856685,0.14473717934750002,0.09414225941422594,20.0,0.8760889570552138
keti,25,50685,MaxWeight-AoI,0.01184460834113614,0.1256500922326878,0.17782426778242677,17.0,0.9945329502916329
keti,25,50685,MaxWeight-VoU,0.011491752342859022,0.2747552634519129,0.09414225941422594,239.0,0.2850989493648773
keti,25,50685,VoI+debt,0.01734785144598201,0.3311940210253875,0.13598326359832635,239.0,0.25848945605937185
keti,25,50685,VoI-greedy,0.03499158300559484,0.4412494510794562,0.3138075313807531,239.0,0.2352110356186946
keti,25,50685,Whittle-heuristic,0.10751303566559547,0.39266062388274686,1.5271966527196652,239.0,0.2913296271739684
keti,26,50702,AoII+debt,0.01604605836687515,0.15977955332820687,0.2405857740585774,239.0,0.775468368178115
keti,26,50702,AoII-greedy,0.02351885363993692,0.15573980393524336,0.36610878661087864,239.0,0.8000140056022402
keti,26,50702,CAW-VoU,0.004908957786774305,0.15834151099379806,0.05230125523012552,17.0,0.8986234563045692
